no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,listing_description,mailing_option,delivery_options,mail_speed,meetup_option,meetup_location,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,url,deal_location_lat,deal_location_lon,posts,current_listing_price,last_listing_price,contains_brand,brands,len_posts,post_word_count,emojis,num_emojis,lemma_posts
79,10,Handmade Swiss Vintage Steel Road Bike,"1,000 1,199",Lightly used,Meetup,2 weeks ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","YOUR FINAL CHANCE TO BRING THIS BEAUTIFUL HANDMADE BIKE HOME.

This is a very unique vintage steel road bike HANDMADE in Swiss. It has a beautiful purple blue color frame and flawless chrome fork. No visible rust.

Built in 1978. It has been hanging on showroom wall and seldom ridden since 1983. Regularly service and was last service in early 2022. Tiptop condition. Very smooth. Collector's bike.

Groupset is full Shimano 600 SIS. Other quality components include Mavic rims, stainless steel spokes, Zaffiro tires, Look paddles, Selle Italia saddle, Mavic stem & handlebar, racing pouch, etc. Weighs about 10kg. Size is about 54cm.

Welcome to come down to see this bike. Please also see my other quality listings.",N,,,Y,Playground Poh Huat Road,samchongsoonlian,Joined 5 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,93,https://www.carousell.sg/p/handmade-swiss-vintage-steel-road-bike-1213867723/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=e8UBo6k3iv7O7SH-&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1298,,,"Handmade Swiss Vintage Steel Road Bike YOUR FINAL CHANCE TO BRING THIS BEAUTIFUL HANDMADE BIKE HOME. This is a very unique vintage steel road bike HANDMADE in Swiss. It has a beautiful purple blue color frame and flawless chrome fork. No visible rust. Built in 1978. It has been hanging on showroom wall and seldom ridden since 1983. Regularly service and was last service in early 2022. Tiptop condition. Very smooth. Collector's bike. Groupset is full Shimano 600 SIS. Other quality components include Mavic rims, stainless steel spokes, Zaffiro tires, Look paddles, Selle Italia saddle, Mavic stem & handlebar, racing pouch, etc. Weighs about 10kg. Size is about 54cm. Welcome to come down to see this bike. Please also see my other quality listings.",1000.0,1199.0,True,Look,757,124,,0,handmade swiss vintage steel road bike final chance bring beautiful handmade bike home unique vintage steel road bike handmade swiss beautiful purple blue color frame flawless chrome fork visible rust build 1978 hang showroom wall seldom ride 1983 regularly service service early 2022 tiptop condition smooth collector bike groupset shimano 600 sis quality component include mavic rim stainless steel spoke zaffiro tire look paddle selle italia saddle mavic stem handlebar race pouch etc weigh 10 kg size 54 cm welcome come bike quality listing
1,9,Giant Defy pro 2  disc ( ultegra 11s ),"2,399",Lightly used,Meetup,2 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Giant defy
Size ML
Carbon frame 
Full Ultegra Shimano 11s 
Carbon wheelset SLR2
Disc brake model
Continental Gp5000

Original cost $5k in total
Letting go cheap as owner no longer riding 

🔥 instalment plan available 
3months 
6 months
12 months!!",N,,,Y,Northstar,autumn_angel_sports_pte_ltd,Joined 8 years ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,376,https://www.carousell.sg/p/giant-defy-pro-2-disc-1243015325/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=UtvBMiLOA9UC6cr6&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=86,,,Giant Defy pro 2  disc ( ultegra 11s ) Giant defy Size ML Carbon frame  Full Ultegra Shimano 11s  Carbon wheelset SLR2 Disc brake model Continental Gp5000 Original cost $5k in total Letting go cheap as owner no longer riding   instalment plan available  3months  6 months 12 months!!,2399.0,,True,"Giant, Giant",286,49,🔥,1,giant defy pro 2   disc ultegra 11s giant defy size ml carbon frame   ultegra shimano 11   carbon wheelset slr2 disc brake model continental gp5000 original cost 5k total letting cheap owner long ride    instalment plan available   3months   6 month 12 month
17,10,Canyon Ultimate CF SF 7,"2,500",Like new,Meetup,2 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"This bike is at PRISTINE condition.
You can request to see it for yourself
Rode for a total 3 rides only.
You can see the image of the stock tyres it came with to judge.


SIZE S

Selling due to too many bikes, willing to throw in freebies in last photo for serious buyers 

More details @ 
",N,,,Y,The Riverina,hobinghui,Joined 8 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,11,https://www.carousell.sg/p/canyon-ultimate-cf-sf-7-1240510813/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=dn6VRbs_hNswnaQ8&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1239,,,"Canyon Ultimate CF SF 7 This bike is at PRISTINE condition. You can request to see it for yourself Rode for a total 3 rides only. You can see the image of the stock tyres it came with to judge. SIZE S Selling due to too many bikes, willing to throw in freebies in last photo for serious buyers  More details @  ",2500.0,,True,Canyon,315,62,,0,canyon ultimate cf sf 7 bike pristine condition request ride total 3 ride image stock tyre come judge size s selling bike willing throw freebie photo buyer   detail  
64,6,Cervelo S3 Ultegra Di2,"3,300 3,600",Well used,Meetup,2 months ago,Road Bikes,Posted,Has minor flaws or defects.,"Selling Cervelo S3 with Ultegra Di2 11 Speed.

The wheelset are 60mm deep Winspace Lun wheelset. Laced with Sapim spokes and ceramic bearing which had a loud hub and rolls very well.

Handlebar is a S5 with the Barfly Cervelo Mount for your lights or camera and cycling computer.

Included in the sale are the Rotor cranks, the 3T handlebar and the Di2 charger which can be found in the pics.

The bottle cages are not included.

The power meter can only show cadence and not fully functioning.

The bike size is 51 and should fits someone that is 1.68m-1.75m.

Reason for sale is to upgrade.

Thanks for not lowballing.",N,,,Y,Serangoon North To Hougang Ave 8,Keneda,Joined 5 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,98,https://www.carousell.sg/p/cervelo-s3-ultegra-di2-1231027772/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=jqqPo8HDEMnyZD8m&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=523,,,"Cervelo S3 Ultegra Di2 Selling Cervelo S3 with Ultegra Di2 11 Speed. The wheelset are 60mm deep Winspace Lun wheelset. Laced with Sapim spokes and ceramic bearing which had a loud hub and rolls very well. Handlebar is a S5 with the Barfly Cervelo Mount for your lights or camera and cycling computer. Included in the sale are the Rotor cranks, the 3T handlebar and the Di2 charger which can be found in the pics. The bottle cages are not included. The power meter can only show cadence and not fully functioning. The bike size is 51 and should fits someone that is 1.68m-1.75m. Reason for sale is to upgrade. Thanks for not lowballing.",3300.0,3600.0,True,"Winspace, Cervelo, Cervelo, Cervelo",657,114,,0,cervelo s3 ultegra di2 sell cervelo s3 ultegra di2 11 speed wheelset 60 mm deep winspace lun wheelset lace sapim spoke ceramic bearing loud hub roll handlebar s5 barfly cervelo mount light camera cycling computer include sale rotor crank 3 t handlebar di2 charger find pic bottle cage include power meter cadence fully function bike size 51 fit 1.68m-1.75 m. reason sale upgrade thank lowball
11,5,Merida Scultura 5000 2022 - Size S - Green - FRAMESET ONLY,"2,000",Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Bike of the Year 2022 (CF3 version).
Bought from Hup Leong in May 2022.
Includes:
Frame
Fork
Spacers (FSA SMR ACR Stem Spacers)
Headset
Stem (FSA SMR ACR ALUM 100mm)
Handlebar (Shimano Pro Vibe Carbon Aero 400mm)
Bartape (Supacaz)
Seatpost
BB (Shimano Pressfit Dura-Ace PF91)
Weighed 7.8kg  when paired with Ultegra DI2 12spd and Shimano Dura-Ace C50 wheelset with clinchers/TPU tubes.

No crashes. Lovingly wiped down after every ride. Selling because kana poison deep.

Your perfect entry to road bikes!

I am 178cm, 80kg, inseam around 82cm.",N,,,Y,Esso Upper East Coast Road,ernetlo,Joined 7 years ago,Mostly Responsive,Verified,1.0,1.0,1.0,5.0,29,https://www.carousell.sg/p/merida-scultura-5000-2022-size-s-green-frameset-only-1241635188/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=RIMzZLiECehHDXfq&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=787,,,"Merida Scultura 5000 2022 - Size S - Green - FRAMESET ONLY Bike of the Year 2022 (CF3 version). Bought from Hup Leong in May 2022. Includes: Frame Fork Spacers (FSA SMR ACR Stem Spacers) Headset Stem (FSA SMR ACR ALUM 100mm) Handlebar (Shimano Pro Vibe Carbon Aero 400mm) Bartape (Supacaz) Seatpost BB (Shimano Pressfit Dura-Ace PF91) Weighed 7.8kg  when paired with Ultegra DI2 12spd and Shimano Dura-Ace C50 wheelset with clinchers/TPU tubes. No crashes. Lovingly wiped down after every ride. Selling because kana poison deep. Your perfect entry to road bikes! I am 178cm, 80kg, inseam around 82cm.",2000.0,,True,Merida,603,99,,0,merida scultura 5000 2022 size s green frameset bike year 2022 cf3 version buy hup leong 2022 include frame fork spacers fsa smr acr stem spacers headset stem fsa smr acr alum 100 mm handlebar shimano pro vibe carbon aero 400 mm bartape supacaz seatpost bb shimano pressfit dura ace pf91 weigh 7.8 kg   pair ultegra di2 12spd shimano dura ace c50 wheelset clincher tpu tube crash lovingly wipe ride sell kana poison deep perfect entry road bike 178 cm 80 kg inseam 82 cm
24,5,Trek dual sport 2 2022 city bike hybrid gravel medium,788,Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Price negotiable for fast deal
Check bike and offer your price
Fork got lock out for faster riding.
9/10 condition 
Got some scratches 
 Willing to trade with
Trek marlin 
Trek roscoe
Trek xcaliber",N,,,Y,Playground @ Blk 77 Lorong Limau,nad321,Joined 7 years ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,56,https://www.carousell.sg/p/trek-dual-sport-2-2022-city-bike-hybrid-gravel-medium-1241578099/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=RIMzZLiECehHDXfq&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=822,,,Trek dual sport 2 2022 city bike hybrid gravel medium Price negotiable for fast deal Check bike and offer your price Fork got lock out for faster riding. 9/10 condition  Got some scratches   Willing to trade with Trek marlin  Trek roscoe Trek xcaliber,788.0,,True,"Trek, Trek, Trek, Trek",251,43,,0,trek dual sport 2 2022 city bike hybrid gravel medium price negotiable fast deal check bike offer price fork got lock fast riding 9/10 condition   get scratch    willing trade trek marlin   trek roscoe trek xcaliber
7,10,"Customize with carbon frame made in Taiwan , similar to Cannondale. Fitted with carbon fork, 700x28 Mavic wheelset, Shimano 1x10 Zee derailleur and Deore shifter. Tektro Disc brake. Lightweigh only 8kg+, same day delivery FOC",900,Lightly used,Mailing,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Custom Built Road Bike using oem Taiwan Carbon frame 19"" similar to Cannondale FSi, giving it for free with purchase of whole bike for $1,200, also giving foc same day delivery to your house 

Light weight whole bike only 8kg+ 
Smooth ride no repair needed, brakes and gear shift perfect, no rust

Total parts+ installation cost $2,000! Like new 9.5/10 , asking $1,200
1. Original Shimano Zee 10spd derailleur, Shimano Deore shifter, 10spd cassette + cables (cost $350)
2. Original 700x28c Mavic Cross Ride Disc with 28mm Vittoria Rubino Pro tyres, inner tubes (cost $400)
3. Original FSA headset, Litepro handlebar,  grips, Uno seatpost, saddle, seat clamp, bottle cage (cost $150)
4. Original Racework crankset + Dekas 44t + Shimano bottom bracket + KMC 10spd  chain +  pedals (cost $190)
5. Original Tektro Bengal disc brake set + cables (cost $180)
6. Aftermarket oem Carbon fork and carbon frame (cost $580, giving for free)
7. installation fee (cost $150)",Y,Same day delivery Free,Within 1 working day,N,,sr2000,Joined 2 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,38,https://www.carousell.sg/p/customize-with-carbon-frame-made-in-taiwan-similar-to-cannondale-fitted-with-carbon-fork-700x28-mavic-wheelset-shimano-1x10-zee-derailleur-and-deore-shifter-tektro-disc-brake-lightweigh-only-8kg-same-day-delivery-foc-1240069471/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=fDqalnGTdhwJaDLB&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1411,,,"Customize with carbon frame made in Taiwan , similar to Cannondale. Fitted with carbon fork, 700x28 Mavic wheelset, Shimano 1x10 Zee derailleur and Deore shifter. Tektro Disc brake. Lightweigh only 8kg+, same day delivery FOC Custom Built Road Bike using oem Taiwan Carbon frame 19"" similar to Cannondale FSi, giving it for free with purchase of whole bike for $1,200, also giving foc same day delivery to your house  Light weight whole bike only 8kg+  Smooth ride no repair needed, brakes and gear shift perfect, no rust Total parts+ installation cost $2,000! Like new 9.5/10 , asking $1,200 1. Original Shimano Zee 10spd derailleur, Shimano Deore shifter, 10spd cassette + cables (cost $350) 2. Original 700x28c Mavic Cross Ride Disc with 28mm Vittoria Rubino Pro tyres, inner tubes (cost $400) 3. Original FSA headset, Litepro handlebar,  grips, Uno seatpost, saddle, seat clamp, bottle cage (cost $150) 4. Original Racework crankset + Dekas 44t + Shimano bottom bracket + KMC 10spd  chain +  pedals (cost $190) 5. Original Tektro Bengal disc brake set + cables (cost $180) 6. Aftermarket oem Carbon fork and carbon frame (cost $580, giving for free) 7. installation fee (cost $150)",900.0,,True,"Cannondale, Cannondale",1187,194,,0,"customize carbon frame taiwan similar cannondale fit carbon fork 700x28 mavic wheelset shimano 1x10 zee derailleur deore shifter tektro disc brake lightweigh 8kg+ day delivery foc custom built road bike oem taiwan carbon frame 19 similar cannondale fsi give free purchase bike 1,200 give foc day delivery house   light weight bike 8kg+   smooth ride repair need brake gear shift perfect rust total parts+ installation cost 2,000 like new 9.5/10 ask 1,200 1 original shimano zee 10spd derailleur shimano deore shifter 10spd cassette cable cost 350 2 original 700x28c mavic cross ride disc 28 mm vittoria rubino pro tyre inner tube cost 400 3 original fsa headset litepro handlebar   grip uno seatpost saddle seat clamp bottle cage cost 150 4 original racework crankset dekas 44 t shimano bracket kmc 10spd   chain   pedal cost 190 5 original tektro bengal disc brake set cable cost 180 6 aftermarket oem carbon fork carbon frame cost 580 give free 7 installation fee cost 150"
1,4,Specialized roubaix,"1,200",Lightly used,Meetup,2 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",specialized roubaix. old model but in gd condition. all parts are dura ace. accessories will include if price is right. thanks,N,,,Y,417A Fernvale Link,veeravaran,Joined 8 years ago,Very Responsive,Verified,0.0,1.0,1.0,5.0,11,https://www.carousell.sg/p/specialized-roubaix-1243035500/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=UtvBMiLOA9UC6cr6&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=66,,,Specialized roubaix specialized roubaix. old model but in gd condition. all parts are dura ace. accessories will include if price is right. thanks,1200.0,,True,"Specialized, specialized",146,23,,0,specialized roubaix specialized roubaix old model gd condition part dura ace accessory include price right thank
2,4,Giant escape 3 hybrid bike M 700c,288,Lightly used,Meetup,3 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","21 speed gears Shimano brand 
700c hybrid wheels 
Aluminum Frame size M 
In good shape ",N,,,Y,Woodlands South MRT Station (TE3 ),clearstuffss,Joined 1 year ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,11,https://www.carousell.sg/p/giant-escape-3-hybrid-bike-m-700c-1242985659/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=UtvBMiLOA9UC6cr6&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=106,,,Giant escape 3 hybrid bike M 700c 21 speed gears Shimano brand  700c hybrid wheels  Aluminum Frame size M  In good shape ,288.0,,True,Giant,124,22,,0,giant escape 3 hybrid bike m 700c 21 speed gear shimano brand   700c hybrid wheel   aluminum frame size m   good shape
11,5,Specialized Tarmac SL6 (Size 54),"3,200",Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"Specialized Tarmac SL6 size 54
Shimano 105 groupset
DT swiss r470 wheelset
xCadey Power Meter
San Marco Mantra saddle
Last serviced june 2023",N,,,Y,Shell Simpang Bedok,hadi.shah,Joined 9 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,70,https://www.carousell.sg/p/specialized-tarmac-sl6-size-54-1240621059/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=gOmDMKud1kd6YnVe&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1194,,,Specialized Tarmac SL6 (Size 54) Specialized Tarmac SL6 size 54 Shimano 105 groupset DT swiss r470 wheelset xCadey Power Meter San Marco Mantra saddle Last serviced june 2023,3200.0,,True,"Specialized, Specialized",174,28,,0,specialized tarmac sl6 size 54 specialized tarmac sl6 size 54 shimano 105 groupset dt swiss r470 wheelset xcadey power meter san marco mantra saddle service june 2023
26,3,Specialized roubaix,"2,700 3,000",Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",blue specialized roubaix size 52 with dt swiss wheel and panaracer gravelking tyres. full ultegra setup with the futureshock 1.5. Selling it to upgrade to a more aero bike,N,,,Y,Blk 912 Tampines Street 91,adledham,Joined 8 years ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,7,https://www.carousell.sg/p/specialized-roubaix-1240331477/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=e8UBo6k3iv7O7SH-&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1303,,,Specialized roubaix blue specialized roubaix size 52 with dt swiss wheel and panaracer gravelking tyres. full ultegra setup with the futureshock 1.5. Selling it to upgrade to a more aero bike,2700.0,3000.0,True,"Specialized, specialized",191,31,,0,specialized roubaix blue specialized roubaix size 52 dt swiss wheel panaracer gravelking tyre ultegra setup futureshock 1.5 sell upgrade aero bike
5,8,Specialized CruX E5 Gravel,"2,800",Lightly used,Meetup,3 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","E5 Premium Aluminum frame and FACT carbon fork. Lightweight and responsive bike for cyclocross or racing.

Size 52
Condition 9/10

Upgraded to 
☆ Shimano Ultegra R8000 hydraulic disc brake
☆ Specialized CX Axis 2.0 disc wheelset
☆ Vittoria Corsa Graphene 2.0 tyres
☆ Ritchey handlebar
☆ Nukeproof seat clamp
☆ San Marco Ponza saddle

RFS: Bought as spare bike, under utilised. Minor scratches from normal use, no crashes. Pedals will be included.",N,,,Y,Tampines MRT Station (EW2/DT32),renznco,Joined 4 years ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,30,https://www.carousell.sg/p/specialized-crux-e5-gravel-1242816242/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=usBQjKnNoP0k5LsI&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=206,,,"Specialized CruX E5 Gravel E5 Premium Aluminum frame and FACT carbon fork. Lightweight and responsive bike for cyclocross or racing. Size 52 Condition 9/10 Upgraded to  ☆ Shimano Ultegra R8000 hydraulic disc brake ☆ Specialized CX Axis 2.0 disc wheelset ☆ Vittoria Corsa Graphene 2.0 tyres ☆ Ritchey handlebar ☆ Nukeproof seat clamp ☆ San Marco Ponza saddle RFS: Bought as spare bike, under utilised. Minor scratches from normal use, no crashes. Pedals will be included.",2800.0,,True,"Specialized, Specialized",473,76,,0,specialized crux e5 gravel e5 premium aluminum frame fact carbon fork lightweight responsive bike cyclocross racing size 52 condition 9/10 upgrade   ☆ shimano ultegra r8000 hydraulic disc brake ☆ specialized cx axis 2.0 disc wheelset ☆ vittoria corsa graphene 2.0 tyre ☆ ritchey handlebar ☆ nukeproof seat clamp ☆ san marco ponza saddle rfs buy spare bike utilised minor scratch normal use crash pedal include
19,6,Scott Speedster 35 Road Bike,400,Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Rarely used Scott Contessa Speedster Road Bike for sale, if you are looking at a reputable brand entry level bike. Comfortable geometry and can easily do above 20kmh despite Alu frame and wheels. Wife' bike, used less than 5 times. 

💡Frame: Aluminium
💡Groupset: Sora 9 Speed 
💡 Wheelset: Syncros Aluminium Wheelset
💡 Size: S (suits height 163 to 170cm)

Please feel free to PM if keen. 

Selling cheap as shown.",N,,,Y,Boon Keng MRT Station (NE9),lobanglisting,Joined 5 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,48,https://www.carousell.sg/p/scott-speedster-35-road-bike-1240698723/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=dazR8Hu6VIQbhePp&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1154,,,"Scott Speedster 35 Road Bike Rarely used Scott Contessa Speedster Road Bike for sale, if you are looking at a reputable brand entry level bike. Comfortable geometry and can easily do above 20kmh despite Alu frame and wheels. Wife' bike, used less than 5 times.  Frame: Aluminium Groupset: Sora 9 Speed   Wheelset: Syncros Aluminium Wheelset  Size: S (suits height 163 to 170cm) Please feel free to PM if keen.  Selling cheap as shown.",400.0,,True,"Scott, Scott",441,75,💡💡💡💡,4,scott speedster 35 road bike rarely scott contessa speedster road bike sale look reputable brand entry level bike comfortable geometry easily 20 kmh despite alu frame wheel wife bike 5 time   frame aluminium groupset sora 9 speed    wheelset syncros aluminium wheelset   size s suit height 163 170 cm feel free pm keen   sell cheap show
